Cấp Quản Lý,Chi tiết,Loại Hàng,Time,Volume,% Gán,% GTC,% Chuyển trả,Leadtime,Sản Lượng Giao Thành Công,Sản Lượng Chuyển Trả,Sản Lượng Gán,Sản Lượng Trả,Sản Lượng Tồn,Sản Lượng Chưa Gán,% Chưa Gán,%Tồn,Hàng Mới Về Trong Ngày,Tỉnh,Vùng,AM
NTB - Đắk Nông,(DNO) Đông Gia Nghĩa,Hàng Mới Ca 1,2026-08-14 - Thứ 6,105,51.43%,37.14%,0.00%,18.15,39,0,54,0,66,51,48.57%,62.86%,105,Đắk Nông,NTB,Trần Thị Nhung
NTB - Đắk Nông,(DNO) Đông Gia Nghĩa,Hàng Mới Ca 1,2026-07-24 - Thứ 6,76,65.79%,51.32%,0.00%,18.31,39,0,50,0,37,26,34.21%,48.68%,76,Đắk Nông,NTB,Trần Thị Nhung
NTB - Đắk Nông,(DNO) Đông Gia Nghĩa,Hàng Mới Ca 1,2026-07-29 - Thứ 4,78,74.36%,52.56%,0.00%,18.98,41,0,58,0,37,20,25.64%,47.44%,78,Đắk Nông,NTB,Trần Thị Nhung
NTB - Đắk Nông,(DNO) Đông Gia Nghĩa,Hàng Mới Ca 1,2026-08-01 - Thứ 7,75,77.33%,54.67%,0.00%,19.29,41,0,58,0,34,17,22.67%,45.33%,75,Đắk Nông,NTB,Trần Thị Nhung
NTB - Đắk Nông,(DNO) Đông Gia Nghĩa,Hàng Mới Ca 1,2026-08-04 - Thứ 3,57,94.74%,75.44%,0.00%,18.02,43,0,54,0,14,3,5.26%,24.56%,57,Đắk Nông,NTB,Trần Thị Nhung
NTB - Đắk Nông,(DNO) Đông Gia Nghĩa,Hàng Mới Ca 1,2026-07-22 - Thứ 4,64,100.00%,68.75%,0.00%,20.39,44,0,64,0,20,0,0.00%,31.25%,64,Đắk Nông,NTB,Trần Thị Nhung
NTB - Đắk Nông,(DNO) Đông Gia Nghĩa,Hàng Mới Ca 1,2026-07-31 - Thứ 6,99,90.91%,45.45%,0.00%,18.13,45,0,90,0,54,9,9.09%,54.55%,99,Đắk Nông,NTB,Trần Thị Nhung
NTB - Đắk Nông,(DNO) Đông Gia Nghĩa,Hàng Mới Ca 1,2026-07-20 - Thứ 2,70,91.43%,65.71%,0.00%,17.3,46,0,64,0,24,6,8.57%,34.29%,70,Đắk Nông,NTB,Trần Thị Nhung
NTB - Đắk Nông,(DNO) Đông Gia Nghĩa,Hàng Mới Ca 1,2026-07-21 - Thứ 3,85,75.29%,62.35%,0.00%,17.81,53,0,64,0,32,21,24.71%,37.65%,85,Đắk Nông,NTB,Trần Thị Nhung
NTB - Đắk Nông,(DNO) Đông Gia Nghĩa,Hàng Mới Ca 1,2026-08-07 - Thứ 6,88,97.73%,64.77%,0.00%,18.07,57,0,86,0,31,2,2.27%,35.23%,88,Đắk Nông,NTB,Trần Thị Nhung
NTB - Đắk Nông,(DNO) Đông Gia Nghĩa,Hàng Mới Ca 1,2026-08-16 - Chủ Nhật,81,97.53%,71.60%,0.00%,19.21,58,0,79,0,23,2,2.47%,28.40%,81,Đắk Nông,NTB,Trần Thị Nhung
NTB - Đắk Nông,(DNO) Đông Gia Nghĩa,Hàng Mới Ca 1,2026-08-11 - Thứ 3,91,80.22%,63.74%,0.00%,18.97,58,0,73,0,33,18,19.78%,36.26%,91,Đắk Nông,NTB,Trần Thị Nhung
NTB - Đắk Nông,(DNO) Đông Gia Nghĩa,Hàng Mới Ca 1,2026-08-03 - Thứ 2,96,90.63%,63.54%,0.00%,18.16,61,0,87,0,35,9,9.37%,36.46%,96,Đắk Nông,NTB,Trần Thị Nhung
NTB - Đắk Nông,(DNO) Đông Gia Nghĩa,Hàng Mới Ca 1,2026-07-27 - Thứ 2,86,97.67%,74.42%,0.00%,18.73,64,0,84,0,22,2,2.33%,25.58%,86,Đắk Nông,NTB,Trần Thị Nhung
NTB - Đắk Nông,(DNO) Đông Gia Nghĩa,Hàng Mới Ca 1,2026-08-15 - Thứ 7,96,97.92%,71.88%,0.00%,17.93,69,0,94,0,27,2,2.08%,28.12%,96,Đắk Nông,NTB,Trần Thị Nhung
NTB - Đắk Nông,(DNO) Đông Gia Nghĩa,Hàng Mới Ca 1,2026-08-08 - Thứ 7,96,92.71%,71.88%,0.00%,20.68,69,0,89,0,27,7,7.29%,28.12%,96,Đắk Nông,NTB,Trần Thị Nhung
NTB - Đắk Nông,(DNO) Đông Gia Nghĩa,Hàng Mới Ca 1,2026-08-05 - Thứ 4,96,100.00%,71.88%,0.00%,17.58,69,0,96,0,27,0,0.00%,28.12%,96,Đắk Nông,NTB,Trần Thị Nhung
NTB - Đắk Nông,(DNO) Đông Gia Nghĩa,Hàng Mới Ca 1,2026-08-06 - Thứ 5,114,91.23%,60.53%,0.00%,17.06,69,0,104,0,45,10,8.77%,39.47%,114,Đắk Nông,NTB,Trần Thị Nhung
NTB - Đắk Nông,(DNO) Đông Gia Nghĩa,Hàng Mới Ca 1,2026-07-30 - Thứ 5,103,97.09%,75.73%,0.00%,19.03,78,0,100,0,25,3,2.91%,24.27%,103,Đắk Nông,NTB,Trần Thị Nhung
NTB - Đắk Nông,(DNO) Đông Gia Nghĩa,Hàng Mới Ca 1,2026-08-13 - Thứ 5,104,97.12%,75.96%,0.00%,20.19,79,0,101,0,25,3,2.88%,24.04%,104,Đắk Nông,NTB,Trần Thị Nhung
NTB - Đắk Nông,(DNO) Đông Gia Nghĩa,Hàng Mới Ca 1,2026-08-09 - Chủ Nhật,135,85.19%,61.48%,0.00%,18.45,83,0,115,0,52,20,14.81%,38.52%,135,Đắk Nông,NTB,Trần Thị Nhung
NTB - Đắk Nông,(DNO) Đông Gia Nghĩa,Hàng Mới Ca 1,2026-08-12 - Thứ 4,131,100.00%,65.65%,0.00%,16.74,86,0,131,0,45,0,0.00%,34.35%,131,Đắk Nông,NTB,Trần Thị Nhung
NTB - Đắk Nông,(DNO) Đông Gia Nghĩa,Hàng Mới Ca 1,2026-08-10 - Thứ 2,120,95.83%,71.67%,0.00%,19.43,86,0,115,0,34,5,4.17%,28.33%,120,Đắk Nông,NTB,Trần Thị Nhung
NTB - Đắk Nông,(DNO) Đông Gia Nghĩa,Hàng Mới Ca 1,2026-07-25 - Thứ 7,131,89.31%,67.94%,0.00%,19.91,89,0,117,0,42,14,10.69%,32.06%,131,Đắk Nông,NTB,Trần Thị Nhung
NTB - Đắk Nông,(DNO) Đông Gia Nghĩa,Hàng Tồn,2026-08-14 - Thứ 6,46,97.83%,15.22%,15.22%,45.57,7,7,45,7,32,1,2.17%,69.56%,0,Đắk Nông,NTB,Trần Thị Nhung
NTB - Đắk Nông,(DNO) Đông Gia Nghĩa,Hàng Tồn,2026-07-31 - Thứ 6,45,95.56%,20.00%,6.67%,73.89,9,3,43,3,33,2,4.44%,73.33%,0,Đắk Nông,NTB,Trần Thị Nhung
NTB - Đắk Nông,(DNO) Đông Gia Nghĩa,Hàng Tồn,2026-07-29 - Thứ 4,42,69.05%,26.19%,2.38%,64.18,11,1,29,1,30,13,30.95%,71.43%,0,Đắk Nông,NTB,Trần Thị Nhung
NTB - Đắk Nông,(DNO) Đông Gia Nghĩa,Hàng Tồn,2026-08-06 - Thứ 5,50,92.00%,24.00%,6.00%,41.25,12,3,46,3,35,4,8.00%,70.00%,0,Đắk Nông,NTB,Trần Thị Nhung
NTB - Đắk Nông,(DNO) Đông Gia Nghĩa,Hàng Tồn,2026-07-23 - Thứ 5,41,97.56%,29.27%,9.76%,66.25,12,4,40,4,25,1,2.44%,60.97%,0,Đắk Nông,NTB,Trần Thị Nhung
NTB - Đắk Nông,(DNO) Đông Gia Nghĩa,Hàng Tồn,2026-08-05 - Thứ 4,41,97.56%,29.27%,7.32%,57.42,12,3,40,3,26,1,2.44%,63.41%,0,Đắk Nông,NTB,Trần Thị Nhung
NTB - Đắk Nông,(DNO) Đông Gia Nghĩa,Hàng Tồn,2026-08-09 - Chủ Nhật,61,95.08%,27.87%,8.20%,62.94,17,5,58,5,39,3,4.92%,63.93%,0,Đắk Nông,NTB,Trần Thị Nhung
NTB - Đắk Nông,(DNO) Đông Gia Nghĩa,Hàng Tồn,2026-07-20 - Thứ 2,65,83.08%,29.23%,12.31%,45.05,19,8,54,8,38,11,16.92%,58.46%,0,Đắk Nông,NTB,Trần Thị Nhung
NTB - Đắk Nông,(DNO) Đông Gia Nghĩa,Hàng Tồn,2026-08-07 - Thứ 6,72,95.83%,26.39%,11.11%,47.95,19,8,69,8,45,3,4.17%,62.50%,0,Đắk Nông,NTB,Trần Thị Nhung
NTB - Đắk Nông,(DNO) Đông Gia Nghĩa,Hàng Tồn,2026-07-24 - Thứ 6,62,87.10%,32.26%,3.23%,49.25,20,2,54,2,40,8,12.90%,64.51%,0,Đắk Nông,NTB,Trần Thị Nhung
NTB - Đắk Nông,(DNO) Đông Gia Nghĩa,Hàng Tồn,2026-07-26 - Chủ Nhật,70,74.29%,28.57%,2.86%,56.75,20,2,52,2,48,18,25.71%,68.57%,0,Đắk Nông,NTB,Trần Thị Nhung
NTB - Đắk Nông,(DNO) Đông Gia Nghĩa,Hàng Tồn,2026-08-02 - Chủ Nhật,63,77.78%,34.92%,4.76%,59.27,22,3,49,3,38,14,22.22%,60.32%,0,Đắk Nông,NTB,Trần Thị Nhung
NTB - Đắk Nông,(DNO) Đông Gia Nghĩa,Hàng Tồn,2026-08-16 - Chủ Nhật,57,100.00%,40.35%,1.75%,58.48,23,1,57,1,33,0,0.00%,57.90%,0,Đắk Nông,NTB,Trần Thị Nhung
NTB - Đắk Nông,(DNO) Đông Gia Nghĩa,Hàng Tồn,2026-07-28 - Thứ 3,51,98.04%,45.10%,5.88%,69.35,23,3,50,3,25,1,1.96%,49.02%,0,Đắk Nông,NTB,Trần Thị Nhung
NTB - Đắk Nông,(DNO) Đông Gia Nghĩa,Hàng Tồn,2026-07-21 - Thứ 3,63,88.89%,36.51%,6.35%,62.48,23,4,56,4,36,7,11.11%,57.14%,0,Đắk Nông,NTB,Trần Thị Nhung
NTB - Đắk Nông,(DNO) Đông Gia Nghĩa,Hàng Tồn,2026-08-08 - Thứ 7,72,95.83%,34.72%,6.94%,57.36,25,5,69,5,42,3,4.17%,58.34%,0,Đắk Nông,NTB,Trần Thị Nhung
NTB - Đắk Nông,(DNO) Đông Gia Nghĩa,Hàng Tồn,2026-08-04 - Thứ 3,61,91.80%,40.98%,6.56%,63.04,25,4,56,4,32,5,8.20%,52.46%,0,Đắk Nông,NTB,Trần Thị Nhung
NTB - Đắk Nông,(DNO) Đông Gia Nghĩa,Hàng Tồn,2026-08-11 - Thứ 3,68,86.76%,39.71%,4.41%,63.37,27,3,59,3,38,9,13.24%,55.88%,0,Đắk Nông,NTB,Trần Thị Nhung
NTB - Đắk Nông,(DNO) Đông Gia Nghĩa,Hàng Tồn,2026-08-03 - Thứ 2,64,96.88%,42.19%,7.81%,53.59,27,5,62,5,32,2,3.12%,50.00%,0,Đắk Nông,NTB,Trần Thị Nhung
NTB - Đắk Nông,(DNO) Đông Gia Nghĩa,Hàng Tồn,2026-08-12 - Thứ 4,64,100.00%,45.31%,7.81%,52.76,29,5,64,5,30,0,0.00%,46.88%,0,Đắk Nông,NTB,Trần Thị Nhung
NTB - Đắk Nông,(DNO) Đông Gia Nghĩa,Hàng Tồn,2026-07-22 - Thứ 4,63,100.00%,49.21%,7.94%,57.58,31,5,63,5,27,0,0.00%,42.85%,0,Đắk Nông,NTB,Trần Thị Nhung
NTB - Đắk Nông,(DNO) Đông Gia Nghĩa,Hàng Tồn,2026-07-25 - Thứ 7,71,100.00%,45.07%,2.82%,57.63,32,2,71,2,37,0,0.00%,52.11%,0,Đắk Nông,NTB,Trần Thị Nhung
NTB - Đắk Nông,(DNO) Đông Gia Nghĩa,Hàng Tồn,2026-08-13 - Thứ 5,68,100.00%,52.94%,4.41%,53.44,36,3,68,3,29,0,0.00%,42.65%,0,Đắk Nông,NTB,Trần Thị Nhung
NTB - Đắk Nông,(DNO) Đông Gia Nghĩa,Hàng Tồn,2026-08-10 - Thứ 2,82,96.34%,46.34%,4.88%,55.53,38,4,79,4,40,3,3.66%,48.78%,0,Đắk Nông,NTB,Trần Thị Nhung
NTB - Đắk Nông,(DNO) Đông Gia Nghĩa,Hàng Tồn,2026-07-30 - Thứ 5,65,98.46%,58.46%,0.00%,58.21,38,0,64,0,27,1,1.54%,41.54%,0,Đắk Nông,NTB,Trần Thị Nhung
NTB - Đắk Nông,(DNO) Đông Gia Nghĩa,Hàng Tồn,2026-08-01 - Thứ 7,85,98.82%,45.88%,5.88%,46.1,39,5,84,5,41,1,1.18%,48.24%,0,Đắk Nông,NTB,Trần Thị Nhung
NTB - Đắk Nông,(DNO) Đông Gia Nghĩa,Hàng Tồn,2026-08-15 - Thứ 7,90,100.00%,52.22%,5.56%,48.4,47,5,90,5,38,0,0.00%,42.22%,0,Đắk Nông,NTB,Trần Thị Nhung
NTB - Đắk Nông,(DNO) Đông Gia Nghĩa,Hàng Tồn,2026-07-27 - Thứ 2,99,97.98%,49.49%,9.09%,53,49,9,97,9,41,2,2.02%,41.42%,0,Đắk Nông,NTB,Trần Thị Nhung
NTB - Đắk Nông,(DNO) Tuy Đức,Hàng Mới Ca 1,2026-07-21 - Thứ 3,76,57.89%,39.47%,0.00%,11.57,30,0,44,0,46,32,42.11%,60.53%,76,Đắk Nông,NTB,Trần Thị Nhung
NTB - Đắk Nông,(DNO) Tuy Đức,Hàng Mới Ca 1,2026-08-02 - Chủ Nhật,45,100.00%,68.89%,0.00%,16.68,31,0,45,0,14,0,0.00%,31.11%,45,Đắk Nông,NTB,Trần Thị Nhung
NTB - Đắk Nông,(DNO) Tuy Đức,Hàng Mới Ca 1,2026-08-07 - Thứ 6,56,83.93%,58.93%,0.00%,16.21,33,0,47,0,23,9,16.07%,41.07%,56,Đắk Nông,NTB,Trần Thị Nhung
NTB - Đắk Nông,(DNO) Tuy Đức,Hàng Mới Ca 1,2026-08-15 - Thứ 7,79,78.48%,48.10%,0.00%,15.58,38,0,62,0,41,17,21.52%,51.90%,79,Đắk Nông,NTB,Trần Thị Nhung
NTB - Đắk Nông,(DNO) Tuy Đức,Hàng Mới Ca 1,2026-07-20 - Thứ 2,53,84.91%,73.58%,0.00%,15.33,39,0,45,0,14,8,15.09%,26.42%,53,Đắk Nông,NTB,Trần Thị Nhung
NTB - Đắk Nông,(DNO) Tuy Đức,Hàng Mới Ca 1,2026-08-04 - Thứ 3,79,87.34%,49.37%,0.00%,13.59,39,0,69,0,40,10,12.66%,50.63%,79,Đắk Nông,NTB,Trần Thị Nhung
NTB - Đắk Nông,(DNO) Tuy Đức,Hàng Mới Ca 1,2026-08-09 - Chủ Nhật,90,93.33%,46.67%,0.00%,15.26,42,0,84,0,48,6,6.67%,53.33%,90,Đắk Nông,NTB,Trần Thị Nhung
NTB - Đắk Nông,(DNO) Tuy Đức,Hàng Mới Ca 1,2026-07-22 - Thứ 4,62,82.26%,70.97%,0.00%,21.55,44,0,51,0,18,11,17.74%,29.03%,62,Đắk Nông,NTB,Trần Thị Nhung
NTB - Đắk Nông,(DNO) Tuy Đức,Hàng Mới Ca 1,2026-07-26 - Chủ Nhật,80,85.00%,57.50%,0.00%,16.3,46,0,68,0,34,12,15.00%,42.50%,80,Đắk Nông,NTB,Trần Thị Nhung
NTB - Đắk Nông,(DNO) Tuy Đức,Hàng Mới Ca 1,2026-08-16 - Chủ Nhật,88,75.00%,53.41%,0.00%,18.64,47,0,66,0,41,22,25.00%,46.59%,88,Đắk Nông,NTB,Trần Thị Nhung
NTB - Đắk Nông,(DNO) Tuy Đức,Hàng Mới Ca 1,2026-08-13 - Thứ 5,84,79.76%,57.14%,0.00%,11.9,48,0,67,0,36,17,20.24%,42.86%,84,Đắk Nông,NTB,Trần Thị Nhung
NTB - Đắk Nông,(DNO) Tuy Đức,Hàng Mới Ca 1,2026-07-28 - Thứ 3,80,87.50%,62.50%,0.00%,14.28,50,0,70,0,30,10,12.50%,37.50%,80,Đắk Nông,NTB,Trần Thị Nhung
NTB - Đắk Nông,(DNO) Tuy Đức,Hàng Mới Ca 1,2026-07-29 - Thứ 4,73,95.89%,72.60%,0.00%,14.13,53,0,70,0,20,3,4.11%,27.40%,73,Đắk Nông,NTB,Trần Thị Nhung
NTB - Đắk Nông,(DNO) Tuy Đức,Hàng Mới Ca 1,2026-07-30 - Thứ 5,98,100.00%,55.10%,0.00%,16.98,54,0,98,0,44,0,0.00%,44.90%,98,Đắk Nông,NTB,Trần Thị Nhung
NTB - Đắk Nông,(DNO) Tuy Đức,Hàng Mới Ca 1,2026-08-11 - Thứ 3,97,91.75%,56.70%,0.00%,17.8,55,0,89,0,42,8,8.25%,43.30%,97,Đắk Nông,NTB,Trần Thị Nhung
NTB - Đắk Nông,(DNO) Tuy Đức,Hàng Mới Ca 1,2026-08-08 - Thứ 7,117,96.58%,49.57%,0.00%,13.62,58,0,113,0,59,4,3.42%,50.43%,117,Đắk Nông,NTB,Trần Thị Nhung
NTB - Đắk Nông,(DNO) Tuy Đức,Hàng Mới Ca 1,2026-08-12 - Thứ 4,101,83.17%,59.41%,0.00%,15.92,60,0,84,0,41,17,16.83%,40.59%,101,Đắk Nông,NTB,Trần Thị Nhung
NTB - Đắk Nông,(DNO) Tuy Đức,Hàng Mới Ca 1,2026-08-05 - Thứ 4,88,98.86%,69.32%,0.00%,13.11,61,0,87,0,27,1,1.14%,30.68%,88,Đắk Nông,NTB,Trần Thị Nhung
NTB - Đắk Nông,(DNO) Tuy Đức,Hàng Mới Ca 1,2026-07-24 - Thứ 6,72,100.00%,87.50%,0.00%,13.32,63,0,72,0,9,0,0.00%,12.50%,72,Đắk Nông,NTB,Trần Thị Nhung
NTB - Đắk Nông,(DNO) Tuy Đức,Hàng Mới Ca 1,2026-07-27 - Thứ 2,89,87.64%,71.91%,0.00%,13.22,64,0,78,0,25,11,12.36%,28.09%,89,Đắk Nông,NTB,Trần Thị Nhung
NTB - Đắk Nông,(DNO) Tuy Đức,Hàng Mới Ca 1,2026-08-10 - Thứ 2,113,81.42%,56.64%,0.00%,16.63,64,0,92,0,49,21,18.58%,43.36%,113,Đắk Nông,NTB,Trần Thị Nhung
NTB - Đắk Nông,(DNO) Tuy Đức,Hàng Mới Ca 1,2026-07-31 - Thứ 6,91,100.00%,70.33%,0.00%,16.47,64,0,91,0,27,0,0.00%,29.67%,91,Đắk Nông,NTB,Trần Thị Nhung
NTB - Đắk Nông,(DNO) Tuy Đức,Hàng Mới Ca 1,2026-08-03 - Thứ 2,111,81.98%,63.06%,0.00%,16.51,70,0,91,0,41,20,18.02%,36.94%,111,Đắk Nông,NTB,Trần Thị Nhung
NTB - Đắk Nông,(DNO) Tuy Đức,Hàng Mới Ca 1,2026-08-06 - Thứ 5,109,88.07%,64.22%,0.00%,13.44,70,0,96,0,39,13,11.93%,35.78%,109,Đắk Nông,NTB,Trần Thị Nhung
NTB - Đắk Nông,(DNO) Tuy Đức,Hàng Mới Ca 1,2026-07-25 - Thứ 7,108,86.11%,68.52%,0.00%,13.32,74,0,93,0,34,15,13.89%,31.48%,108,Đắk Nông,NTB,Trần Thị Nhung
NTB - Đắk Nông,(DNO) Tuy Đức,Hàng Mới Ca 1,2026-08-01 - Thứ 7,103,97.09%,74.76%,0.00%,14.55,77,0,100,0,26,3,2.91%,25.24%,103,Đắk Nông,NTB,Trần Thị Nhung
NTB - Đắk Nông,(DNO) Tuy Đức,Hàng Mới Ca 1,2026-08-14 - Thứ 6,100,97.00%,79.00%,0.00%,11.72,79,0,97,0,21,3,3.00%,21.00%,100,Đắk Nông,NTB,Trần Thị Nhung
NTB - Đắk Nông,(DNO) Tuy Đức,Hàng Mới Ca 1,2026-07-23 - Thứ 5,129,95.35%,70.54%,0.00%,14.78,91,0,123,0,38,6,4.65%,29.46%,129,Đắk Nông,NTB,Trần Thị Nhung
NTB - Đắk Nông,(DNO) Tuy Đức,Hàng Tồn,2026-07-25 - Thứ 7,35,82.86%,28.57%,8.57%,49.5,10,3,29,3,22,6,17.14%,62.86%,0,Đắk Nông,NTB,Trần Thị Nhung
NTB - Đắk Nông,(DNO) Tuy Đức,Hàng Tồn,2026-08-03 - Thứ 2,41,75.61%,24.39%,12.20%,47.4,10,5,31,5,26,10,24.39%,63.41%,0,Đắk Nông,NTB,Trần Thị Nhung
NTB - Đắk Nông,(DNO) Tuy Đức,Hàng Tồn,2026-08-15 - Thứ 7,35,74.29%,34.29%,0.00%,49.67,12,0,26,0,23,9,25.71%,65.71%,0,Đắk Nông,NTB,Trần Thị Nhung
NTB - Đắk Nông,(DNO) Tuy Đức,Hàng Tồn,2026-07-21 - Thứ 3,43,74.42%,32.56%,9.30%,52,14,4,32,4,25,11,25.58%,58.14%,0,Đắk Nông,NTB,Trần Thị Nhung
NTB - Đắk Nông,(DNO) Tuy Đức,Hàng Tồn,2026-08-06 - Thứ 5,60,90.00%,23.33%,6.67%,51.43,14,4,54,4,42,6,10.00%,70.00%,0,Đắk Nông,NTB,Trần Thị Nhung
NTB - Đắk Nông,(DNO) Tuy Đức,Hàng Tồn,2026-08-08 - Thứ 7,58,81.03%,25.86%,10.34%,68,15,6,47,6,37,11,18.97%,63.80%,0,Đắk Nông,NTB,Trần Thị Nhung
NTB - Đắk Nông,(DNO) Tuy Đức,Hàng Tồn,2026-08-02 - Chủ Nhật,52,98.08%,32.69%,15.38%,50.59,17,8,51,8,27,1,1.92%,51.93%,0,Đắk Nông,NTB,Trần Thị Nhung
NTB - Đắk Nông,(DNO) Tuy Đức,Hàng Tồn,2026-07-30 - Thứ 5,46,89.13%,36.96%,2.17%,49.88,17,1,41,1,28,5,10.87%,60.87%,0,Đắk Nông,NTB,Trần Thị Nhung
NTB - Đắk Nông,(DNO) Tuy Đức,Hàng Tồn,2026-07-26 - Chủ Nhật,50,96.00%,36.00%,6.00%,42.06,18,3,48,3,29,2,4.00%,58.00%,0,Đắk Nông,NTB,Trần Thị Nhung
NTB - Đắk Nông,(DNO) Tuy Đức,Hàng Tồn,2026-07-20 - Thứ 2,57,89.47%,35.09%,5.26%,43.35,20,3,51,3,34,6,10.53%,59.65%,0,Đắk Nông,NTB,Trần Thị Nhung
NTB - Đắk Nông,(DNO) Tuy Đức,Hàng Tồn,2026-08-01 - Thứ 7,53,100.00%,37.74%,3.77%,43.85,20,2,53,2,31,0,0.00%,58.49%,0,Đắk Nông,NTB,Trần Thị Nhung
NTB - Đắk Nông,(DNO) Tuy Đức,Hàng Tồn,2026-07-29 - Thứ 4,49,95.92%,44.90%,4.08%,52.45,22,2,47,2,25,2,4.08%,51.02%,0,Đắk Nông,NTB,Trần Thị Nhung
NTB - Đắk Nông,(DNO) Tuy Đức,Hàng Tồn,2026-07-28 - Thứ 3,48,95.83%,47.92%,8.33%,55.09,23,4,46,4,21,2,4.17%,43.75%,0,Đắk Nông,NTB,Trần Thị Nhung
NTB - Đắk Nông,(DNO) Tuy Đức,Hàng Tồn,2026-08-04 - Thứ 3,62,95.16%,41.94%,3.23%,51.35,26,2,59,2,34,3,4.84%,54.83%,0,Đắk Nông,NTB,Trần Thị Nhung
NTB - Đắk Nông,(DNO) Tuy Đức,Hàng Tồn,2026-07-23 - Thứ 5,52,96.15%,51.92%,9.62%,57.41,27,5,50,5,20,2,3.85%,38.46%,0,Đắk Nông,NTB,Trần Thị Nhung
NTB - Đắk Nông,(DNO) Tuy Đức,Hàng Tồn,2026-08-16 - Chủ Nhật,66,80.30%,42.42%,3.03%,53.5,28,2,53,2,36,13,19.70%,54.55%,0,Đắk Nông,NTB,Trần Thị Nhung
NTB - Đắk Nông,(DNO) Tuy Đức,Hàng Tồn,2026-07-24 - Thứ 6,56,98.21%,50.00%,1.79%,48.21,28,1,55,1,27,1,1.79%,48.21%,0,Đắk Nông,NTB,Trần Thị Nhung
NTB - Đắk Nông,(DNO) Tuy Đức,Hàng Tồn,2026-08-11 - Thứ 3,86,88.37%,37.21%,4.65%,55.41,32,4,76,4,50,10,11.63%,58.14%,0,Đắk Nông,NTB,Trần Thị Nhung
NTB - Đắk Nông,(DNO) Tuy Đức,Hàng Tồn,2026-07-22 - Thứ 4,68,75.00%,47.06%,1.47%,45.06,32,1,51,1,35,17,25.00%,51.47%,0,Đắk Nông,NTB,Trần Thị Nhung
NTB - Đắk Nông,(DNO) Tuy Đức,Hàng Tồn,2026-08-05 - Thứ 4,72,98.61%,44.44%,9.72%,43,32,7,71,7,33,1,1.39%,45.84%,0,Đắk Nông,NTB,Trần Thị Nhung
NTB - Đắk Nông,(DNO) Tuy Đức,Hàng Tồn,2026-08-07 - Thứ 6,76,94.74%,44.74%,7.89%,42.41,34,6,72,6,36,4,5.26%,47.37%,0,Đắk Nông,NTB,Trần Thị Nhung
NTB - Đắk Nông,(DNO) Tuy Đức,Hàng Tồn,2026-07-27 - Thứ 2,62,96.77%,56.45%,1.61%,60.91,35,1,60,1,26,2,3.23%,41.94%,0,Đắk Nông,NTB,Trần Thị Nhung
NTB - Đắk Nông,(DNO) Tuy Đức,Hàng Tồn,2026-07-31 - Thứ 6,71,94.37%,50.70%,8.45%,42.56,36,6,67,6,29,4,5.63%,40.85%,0,Đắk Nông,NTB,Trần Thị Nhung
NTB - Đắk Nông,(DNO) Tuy Đức,Hàng Tồn,2026-08-13 - Thứ 5,81,97.53%,46.91%,8.64%,58.45,38,7,79,7,36,2,2.47%,44.45%,0,Đắk Nông,NTB,Trần Thị Nhung
NTB - Đắk Nông,(DNO) Tuy Đức,Hàng Tồn,2026-08-09 - Chủ Nhật,94,75.53%,40.43%,7.45%,54.05,38,7,71,7,49,23,24.47%,52.12%,0,Đắk Nông,NTB,Trần Thị Nhung
NTB - Đắk Nông,(DNO) Tuy Đức,Hàng Tồn,2026-08-12 - Thứ 4,86,93.02%,48.84%,2.33%,54.76,42,2,80,2,42,6,6.98%,48.83%,0,Đắk Nông,NTB,Trần Thị Nhung
NTB - Đắk Nông,(DNO) Tuy Đức,Hàng Tồn,2026-08-14 - Thứ 6,62,95.16%,70.97%,1.61%,53.57,44,1,59,1,17,3,4.84%,27.42%,0,Đắk Nông,NTB,Trần Thị Nhung
NTB - Đắk Nông,(DNO) Tuy Đức,Hàng Tồn,2026-08-10 - Thứ 2,94,92.55%,46.81%,4.26%,53.93,44,4,87,4,46,7,7.45%,48.93%,0,Đắk Nông,NTB,Trần Thị Nhung
NTB - Đắk Nông,(DNO) Trường Xuân,Hàng Mới Ca 1,2026-07-25 - Thứ 7,124,96.77%,75.81%,0.00%,9.7,94,0,120,0,30,4,3.23%,24.19%,124,Đắk Nông,NTB,Trần Thị Nhung
NTB - Đắk Nông,(DNO) Trường Xuân,Hàng Mới Ca 1,2026-08-11 - Thứ 3,102,99.02%,86.27%,0.00%,5.98,88,0,101,0,14,1,0.98%,13.73%,102,Đắk Nông,NTB,Trần Thị Nhung
NTB - Đắk Nông,(DNO) Trường Xuân,Hàng Mới Ca 1,2026-08-13 - Thứ 5,104,99.04%,83.65%,0.00%,5.94,87,0,103,0,17,1,0.96%,16.35%,104,Đắk Nông,NTB,Trần Thị Nhung
NTB - Đắk Nông,(DNO) Trường Xuân,Hàng Mới Ca 1,2026-07-20 - Thứ 2,53,86.79%,54.72%,0.00%,5.69,29,0,46,0,24,7,13.21%,45.28%,53,Đắk Nông,NTB,Trần Thị Nhung
NTB - Đắk Nông,(DNO) Trường Xuân,Hàng Mới Ca 1,2026-07-24 - Thứ 6,57,68.42%,52.63%,0.00%,9.23,30,0,39,0,27,18,31.58%,47.37%,57,Đắk Nông,NTB,Trần Thị Nhung
